Id,SalePrice
1461,128065.87273504272
1462,154144.8
1463,182692.55333333334
1464,182947.09304761904
1465,200129.63757575757
1466,185775.18444444446
1467,166574.02666666667
1468,174099.9491851852
1469,182997.67666666667
1470,124230.06333333334
1471,199118.64666666667
1472,94833.95333333334
1473,96309.77666666667
1474,151850.16666666666
1475,133532.49333333335
1476,372555.0833333333
1477,256056.02
1478,302779.69
1479,232001.88666666666
1480,494411.69333333336
1481,301537.2366666667
1482,209638.28995670995
1483,174948.58333333334
1484,170465.19
1485,168707.30666666667
1486,187201.03650793651
1487,313179.1766666667
1488,252165.23666666666
1489,211163.87333333332
1490,201355.05333333334
1491,187751.9174603175
1492,107097.31666666667
1493,182840.77666666667
1494,303139.19
1495,299714.8466666667
1496,222669.52333333335
1497,184693.82222222222
1498,154246.99
1499,152500.62
1500,150679.14666666667
1501,172840.69763347763
1502,156930.53
1503,274061.4533333333
1504,234574.5944444445
1505,214803.61349206348
1506,182441.56666666668
1507,220206.5
1508,207533.47833333333
1509,160728.62555555557
1510,153053.03666666665
1511,148764.45333333334
1512,169453.33333333334
1513,152745.3262962963
1514,171027.80444444442
1515,187685.2
1516,168714.73
1517,147938.25666666665
1518,131876.78
1519,230975.4
1520,136457.875
1521,145826.27777777775
1522,168863.08874458875
1523,111732.13
1524,122366.18027777776
1525,122288.49799820063
1526,129555.85526315788
1527,103836.29333333333
1528,129383.36462962962
1529,141894.22333333333
1530,167877.01733333335
1531,131174.04333333333
1532,106180.91666666667
1533,153516.40666666668
1534,118030.01409090908
1535,165098.91333333333
1536,120692.37281746032
1537,82728.49
1538,202521.86
1539,228232.91
1540,116652.66333333333
1541,161306.97955555556
1542,149109.96333333335
1543,227703.82333333333
1544,86053.29333333333
1545,102433.045
1546,119236.77666666667
1547,137231.58
1548,136790.70666666667
1549,109743.71
1550,139149.21666666667
1551,120563.11666666667
1552,153007.78
1553,154960.84666666668
1554,109446.35333333333
1555,180149.10666666666
1556,93057.94333333333
1557,128538.44666666667
1558,91591.13518518518
1559,119624.21
1560,152315.05333333334
1561,154531.44333333333
1562,126978.86003663004
1563,122583.30321067822
1564,161049.77
1565,156320.57333333333
1566,237874.15666666668
1567,79988.67666666667
1568,224633.16
1569,139186.26
1570,125635.22666666667
1571,132619.1811111111
1572,144485.41081871346
1573,246482.51
1574,118668.36666666667
1575,219369.86333333334
1576,211672.72666666665
1577,205234.42666666667
1578,156143.30666666667
1579,142065.93333333332
1580,192669.1865079365
1581,141593.38555555555
1582,129593.09458689456
1583,341432.23
1584,237352.98333333334
1585,141943.67333333334
1586,78979.21
1587,97891.41666666667
1588,146057.84555555554
1589,110413.80333333333
1590,133062.8211111111
1591,101420.7
1592,126842.01859649122
1593,119511.5555128205
1594,130062.91666666667
1595,122895.68303030301
1596,222342.33666666667
1597,158791.42666666667
1598,180616.13095238095
1599,205098.62
1600,195370.42936507936
1601,68025.75
1602,109582.52666666667
1603,102011.92272727273
1604,282046.9
1605,260775.21333333335
1606,166027.02733333333
1607,171875.94666666666
1608,219849.73
1609,199909.41333333333
1610,159817.95
1611,151537.49333333335
1612,160273.24555555556
1613,171095.34
1614,124692.20333333334
1615,90278.08333333333
1616,78601.33666666667
1617,89147.13333333333
1618,127172.58813186815
1619,136246.34
1620,157710.84333333332
1621,139104.0
1622,144797.22666666665
1623,299506.56666666665
1624,213394.99233333336
1625,130086.9605128205
1626,176514.33333333334
1627,188974.86666666667
1628,277888.8933333333
1629,174100.58747474747
1630,347683.89666666667
1631,223429.66590909092
1632,248460.79
1633,166645.37
1634,182224.78238095238
1635,178724.1996296296
1636,158217.14333333334
1637,176430.27888888892
1638,215789.39444444445
1639,181660.284
1640,250983.57333333333
1641,186389.95066666667
1642,223034.18333333332
1643,226486.7477777778
1644,227513.97666666665
1645,181339.36
1646,151416.52057539683
1647,166984.23047619048
1648,139396.33666666667
1649,138531.52666666667
1650,125905.94444444442
1651,123629.01074074075
1652,91939.66666666667
1653,95056.06333333334
1654,152105.94333333333
1655,161769.15666666668
1656,148927.65555555554
1657,151765.27666666667
1658,149843.53333333333
1659,144962.33666666667
1660,145461.96518518517
1661,445748.99666666664
1662,381737.54333333333
1663,377818.81666666665
1664,452341.23
1665,319135.1666666667
1666,338036.3333333333
1667,341263.31333333335
1668,323074.67333333334
1669,301927.75
1670,339294.88666666666
1671,268940.5233333333
1672,452598.34
1673,302730.76
1674,259701.71
1675,180201.31666666668
1676,180286.00333333333
1677,212980.64666666667
1678,470196.62666666665
1679,378871.7366666667
1680,326578.60333333333
1681,263610.7633333333
1682,302264.26666666666
1683,186725.21893939393
1684,169218.2262049062
1685,172357.26853781514
1686,168294.63555555558
1687,164218.80333333334
1688,185595.36215728716
1689,184225.24285714285
1690,181834.9012842713
1691,170286.63333333333
1692,260377.19666666666
1693,164514.24
1694,186386.39
1695,166794.04969696968
1696,268875.43666666665
1697,168152.8808080808
1698,339354.1533333333
1699,319125.11333333334
1700,235163.87777777782
1701,261248.72333333333
1702,267746.08
1703,267654.55333333334
1704,304699.5266666667
1705,226753.5225757576
1706,432023.57
1707,218606.92333333334
1708,223612.16333333333
1709,304946.12
1710,226048.16904761904
1711,261953.27
1712,237295.94444444447
1713,255905.14666666667
1714,222738.68666666668
1715,201478.74214285714
1716,193081.99666666667
1717,173992.1888095238
1718,130046.87666666666
1719,199089.66206349205
1720,255591.59
1721,181107.05436507936
1722,120459.63
1723,154822.65041666667
1724,213903.91833333333
1725,226275.88
1726,184928.52333333335
1727,171581.84333333332
1728,184110.67777777778
1729,162777.91333333333
1730,156403.79333333333
1731,128088.40384615384
1732,133631.70114774114
1733,123367.35333333333
1734,131164.59920634917
1735,131218.013995264
1736,117166.90404040404
1737,369425.81666666665
1738,209236.40666666668
1739,266641.9666666667
1740,184620.54333333333
1741,176317.62333333332
1742,171572.09555555557
1743,172611.04666666666
1744,318271.06666666665
1745,236216.12666666668
1746,262776.36666666664
1747,221707.61666666667
1748,211440.99666666667
1749,159886.25666666665
1750,149265.57888888888
1751,228477.42444444448
1752,123933.61427905428
1753,153019.88666666666
1754,227634.38333333333
1755,163706.14904761905
1756,124342.55777777777
1757,118536.47783364785
1758,145709.56333333332
1759,177418.46666666667
1760,158759.79
1761,159076.95666666667
1762,163298.86222222223
1763,161611.36666666667
1764,117427.84212898213
1765,178115.02
1766,175653.33333333334
1767,210791.04
1768,139573.6774853801
1769,172213.23666666666
1770,137803.60764411028
1771,139506.53666666665
1772,142603.51333333334
1773,142031.22
1774,134663.26666666666
1775,132366.21637426902
1776,116857.32
1777,114606.24575757576
1778,127168.22192982455
1779,110583.05
1780,171278.61
1781,130047.65111111109
1782,95849.20333333334
1783,129572.06333333334
1784,92938.48333333334
1785,118318.05
1786,144897.84333333332
1787,171672.83333333334
1788,60760.23333333333
1789,108430.31272727273
1790,82471.64
1791,168848.27
1792,152072.33333333334
1793,138240.86666666667
1794,140025.19407407407
1795,140517.01081871343
1796,115574.47
1797,123162.49555555555
1798,122876.44555555555
1799,112716.15222222224
1800,112901.71666666666
1801,136457.55
1802,164822.56884848487
1803,154337.1488888889
1804,140775.43666666668
1805,133070.54970760233
1806,115336.01575757576
1807,156853.52666666667
1808,119309.69
1809,126763.78333333334
1810,145781.85666666666
1811,120938.51777777779
1812,121772.78333333334
1813,122806.4985185185
1814,104377.79772727273
1815,59909.27333333333
1816,99037.69722222222
1817,121094.40666666666
1818,146704.99666666667
1819,113832.30333333333
1820,66020.01333333334
1821,123640.23666666666
1822,159669.12638095237
1823,64101.40666666667
1824,139695.34666666668
1825,140661.66
1826,95328.95
1827,112739.20166666666
1828,140796.83333333334
1829,114235.18666666666
1830,153383.6222222222
1831,189176.14
1832,115732.83
1833,152641.03666666665
1834,131599.95666666667
1835,172022.58
1836,134694.97
1837,96390.31
1838,137317.43666666668
1839,84987.43333333333
1840,165117.48666666666
1841,148258.0822222222
1842,84190.80333333333
1843,140728.98851190478
1844,130528.33555555555
1845,142587.57333333333
1846,148018.7
1847,153265.57777777777
1848,61661.403333333335
1849,116160.11333333333
1850,126203.97748538012
1851,154854.41333333333
1852,128681.38192982455
1853,134358.51
1854,175290.27666666667
1855,142913.48666666666
1856,212550.29111111112
1857,157561.09333333332
1858,138711.14
1859,120495.94
1860,154156.65708333332
1861,120354.14
1862,274791.99333333335
1863,273404.57
1864,273404.57
1865,331577.4533333333
1866,323980.2733333333
1867,246598.51666666666
1868,308562.9
1869,199542.22666666665
1870,247852.94333333333
1871,248724.44666666666
1872,167541.15437908497
1873,221349.05444444445
1874,138564.16740079364
1875,217119.79
1876,194909.46029629628
1877,221341.2557142857
1878,210057.2611111111
1879,133195.46666666667
1880,137631.03333333333
1881,246010.59666666668
1882,257855.86444444448
1883,194644.05
1884,219694.77666666667
1885,263446.24333333335
1886,301930.80666666664
1887,207301.7796969697
1888,282575.8333333333
1889,165546.63333333333
1890,137449.05444444445
1891,142122.95666666667
1892,114047.72424242424
1893,135743.13666666666
1894,131168.12555555557
1895,151946.27777777775
1896,122961.60666666669
1897,108941.08333333333
1898,102658.0
1899,123227.49
1900,137818.09
1901,165060.69333333333
1902,135389.8
1903,228630.40666666668
1904,134631.68333333332
1905,178016.38
1906,153212.16666666666
1907,214103.21666666667
1908,116239.75333333333
1909,135982.05333333334
1910,127398.04333333333
1911,196013.48
1912,270389.2366666667
1913,163457.23333333334
1914,75885.13666666667
1915,323551.2766666667
1916,73045.93666666666
1917,258205.58444444448
1918,134596.78313131313
1919,155685.57666666666
1920,159557.90222222224
1921,402661.43
1922,325478.4733333333
1923,202795.30333333334
1924,232092.73444444448
1925,223364.72333333333
1926,394089.52
1927,141380.77192982455
1928,164756.90047619047
1929,127062.37222222224
1930,121751.68666666666
1931,138982.23
1932,138074.81666666668
1933,166629.66666666666
1934,184335.22005296662
1935,175868.4823809524
1936,191980.16666666666
1937,192102.12333333332
1938,169539.18333333332
1939,246955.72333333333
1940,199878.87535353538
1941,177506.72007220666
1942,192434.96622222223
1943,198155.4534090909
1944,306944.23
1945,367567.59
1946,165779.92666666667
1947,302818.55
1948,173048.52
1949,241353.08
1950,182591.3761111111
1951,276322.2733333333
1952,238039.005
1953,161003.72666666665
1954,211491.93333333332
1955,133497.0737037037
1956,292347.18666666665
1957,170285.13534391535
1958,310406.6766666667
1959,139968.18
1960,115857.01717171719
1961,125645.67336996336
1962,92727.33333333333
1963,104702.97666666667
1964,112397.93222222224
1965,148591.18333333332
1966,156116.80333333334
1967,273645.68666666665
1968,392795.02
1969,396850.5966666667
1970,436511.4066666667
1971,391143.1666666667
1972,366237.19666666666
1973,261351.86333333334
1974,309471.57
1975,460667.05666666664
1976,275596.4666666667
1977,358321.8433333333
1978,345799.17
1979,325155.86
1980,194157.11662337664
1981,333246.45666666667
1982,225435.08833333335
1983,212688.38757575757
1984,167566.40636363634
1985,217672.78333333333
1986,230465.15333333332
1987,176761.4811111111
1988,177305.97955555556
1989,185936.45158730162
1990,226448.18
1991,216391.69
1992,211153.87666666668
1993,170062.66714285713
1994,247766.79666666666
1995,184671.95793650797
1996,281906.0733333333
1997,315318.9666666667
1998,359194.88333333336
1999,245257.78166666668
2000,303255.16
2001,261784.94
2002,233974.17
2003,257353.66333333333
2004,273044.1533333333
2005,227881.8023809524
2006,223171.22666666665
2007,262070.35666666666
2008,206029.23
2009,190616.64555555556
2010,186920.58690476193
2011,139811.43333333332
2012,179249.4025
2013,182458.51140740744
2014,189660.46733333333
2015,190891.3215873016
2016,191790.86526984128
2017,196333.10444444444
2018,126870.03222222225
2019,133907.66384615385
2020,127544.63590909091
2021,114663.34370370371
2022,190340.28333333333
